"","Gender","LateForSchool","PossessionsOwnRoom","ParentsBelieveStudyingMathematicsIsImportant","WorryThatMathsWillBeDifficult","StudyMathsMoreThan2ExtraHoursADay","FamiliarityWithMathsConceptsLinearEquation","MathsTeachingTeacherHelps","ThinksTeachersTreatStudentsFair","MakeFriendsEasily","ThinksSchoolIsWasteOfTime","CouldPerformWellIfIWanted","MathScore","ReadScore","ScienceScore"
"381809","Male","None  ","Yes","Strongly agree","Agree","Always or almost always",NA,"Most Lessons","Agree","Disagree","Disagree","Agree",487.0774,522.8499,538.0828
"381810","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Every Lesson","Strongly agree","Agree","Disagree","Strongly agree",515.7423,565.9499,562.0477
"381811","Male","None  ","Yes",NA,"Disagree",NA,"Heard of it once or twice","Every Lesson","Agree","Agree","Disagree","Agree",473.9913,543.9411,514.4909
"381812","Male","None  ","No","Agree","Agree","Never or rarely",NA,"Some Lessons","Agree","Disagree","Disagree","Agree",582.1078,603.285,609.6046
"381813","Female","None  ","Yes","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,487.7006,473.8099,493.9761
"381814","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it once or twice","Most Lessons","Agree","Strongly disagree","Strongly agree","Disagree",474.5365,568.0151,550.5781
"381815","Male","Three or four times  ","No","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,411.7542,406.4877,402.6856
"381816","Female","One or two times  ","No","Strongly agree","Agree","Sometimes",NA,"Some Lessons","Disagree","Strongly agree","Strongly disagree","Strongly agree",514.7297,501.3725,540.9735
"381817","Female","One or two times  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",590.5203,625.5232,613.3346
"381818","Male","None  ","Yes","Strongly agree","Strongly disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Strongly agree",639.6713,615.0736,615.1996
"381819","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Never or Hardly Ever","Agree","Agree","Agree","Disagree",485.4417,537.9108,535.7516
"381820","Male","None  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Every Lesson","Strongly agree","Strongly agree","Disagree","Strongly agree",574.5521,597.3506,598.508
"381821","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Disagree","Agree",575.0974,594.4636,606.8072
"381822","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Every Lesson","Agree","Agree","Disagree","Agree",448.0527,500.5782,472.5289
"381823","Male","None  ","Yes","Agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,457.6336,536.7236,516.3558
"381824","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Most Lessons","Agree","Agree","Disagree","Agree",451.0905,503.1994,512.6259
"381825","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Never or Hardly Ever","Strongly disagree","Strongly agree","Strongly disagree","Disagree",643.566,651.9631,669.0974
"381826","Male","Five or more times  ","Yes","Disagree","Strongly agree","Sometimes",NA,"Some Lessons","Disagree","Strongly agree","Agree","Agree",490.2711,541.1343,509.7352
"381827","Male","Five or more times  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Strongly disagree","Strongly agree",464.4103,467.4355,523.536
"381828","Male","None  ","Yes",NA,"Strongly disagree",NA,"Never heard of it","Every Lesson","Agree","Strongly agree","Agree","Strongly agree",690.8475,693.584,695.3935
"381829","Male","None  ","Yes","Strongly agree","Disagree","Always or almost always",NA,"Every Lesson","Strongly agree","Agree","Disagree","Strongly agree",559.1291,570.9666,502.7415
"381830","Male","None  ","Yes","Strongly agree",NA,"Often","Heard of it a few times",NA,NA,NA,NA,NA,563.4133,539.9314,577.9
"381831","Male","None  ","Yes","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,372.5736,364.0648,423.7598
"381832","Male","One or two times  ","Yes","Agree","Agree","Sometimes",NA,"Most Lessons","Disagree","Agree","Disagree","Agree",451.3242,493.7393,426.091
"381833","Male","None  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,586.0025,600.6386,648.1164
"381834","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Every Lesson","Agree","Agree","Disagree","Agree",421.3351,401.21,381.1451
"381835","Male","None  ","Yes","Agree",NA,NA,"Heard of it once or twice",NA,NA,NA,NA,NA,522.3633,498.7114,544.4237
"381836","Male","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,513.2497,465.8316,547.1279
"381837","Female","None  ","Yes",NA,"Agree",NA,"Heard of it often","Most Lessons","Agree","Agree","Disagree","Disagree",454.7515,515.6701,492.4841
"381838","Female","One or two times  ","No","Agree","Disagree","Never or rarely",NA,"Never or Hardly Ever","Agree","Agree","Disagree","Agree",575.0195,518.053,606.6207
"381839","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it often","Some Lessons","Strongly disagree","Strongly agree","Disagree","Agree",440.2633,441.0515,380.0261
"381840","Male","None  ","No",NA,"Strongly agree",NA,"Heard of it once or twice","Some Lessons","Agree","Agree","Agree","Agree",421.7246,433.6736,436.0686
"381841","Female","None  ","Yes",NA,"Agree",NA,"Never heard of it","Every Lesson","Disagree","Strongly agree","Disagree","Agree",496.3468,506.8532,493.6964
"381842","Male","One or two times  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Some Lessons","Strongly agree","Strongly agree","Disagree","Strongly agree",504.993,524.4538,526.3335
"381843","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,483.3385,551.1586,546.1954
"381844","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Disagree","Strongly agree",554.7671,466.6336,505.8187
"381845","Female","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Strongly disagree","Agree","Strongly disagree","Agree",476.2502,553.6381,489.2204
"381846","Female","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,654.1595,645.9369,661.2645
"381847","Male","One or two times  ","No","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,491.7511,475.5352,537.5233
"381848","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Most Lessons","Disagree","Agree","Disagree","Agree",559.4407,564.123,610.5371
"381849","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Every Lesson","Agree","Disagree","Agree","Disagree",608.5138,561.3433,635.7143
"381850","Male","None  ","Yes","Strongly agree","Agree","Sometimes",NA,"Some Lessons","Strongly agree","Strongly agree","Disagree","Strongly agree",535.2158,459.7369,526.6132
"381851","Male","None  ","Yes","Strongly agree","Strongly disagree","Sometimes",NA,"Every Lesson","Agree","Disagree","Disagree","Agree",772.4022,663.1101,720.6639
"381852","Male","None  ","Yes","Agree","Strongly disagree","Never or rarely",NA,"Every Lesson","Strongly disagree","Agree","Disagree","Agree",593.0129,564.7917,562.9802
"381853","Female","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Strongly disagree","Agree","Strongly disagree","Agree",437.3033,502.7228,472.7154
"381854","Male","None  ","Yes",NA,"Strongly agree",NA,"Never heard of it","Most Lessons","Strongly disagree","Strongly agree","Agree","Disagree",381.9209,383.5521,396.0649
"381855","Male","None  ","Yes","Strongly agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,421.5688,447.3869,514.2111
"381856","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Disagree","Agree",573.929,530.8694,544.7035
"381857","Female","None  ","No",NA,"Strongly agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Disagree","Agree",470.564,538.9434,486.5162
"381858","Female","None  ","No","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,554.0661,558.0068,584.4275
"381859","Female","One or two times  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Strongly agree",565.9059,552.4466,552.7229
"381860","Male","None  ","Yes","Agree","Disagree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Agree",473.0566,456.2885,522.2305
"381861","Male","None  ","Yes",NA,"Strongly agree",NA,"Heard of it often","Every Lesson","Strongly agree","Strongly agree","Disagree","Strongly agree",312.5954,348.8278,354.7557
"381862","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,490.0374,450.9155,505.166
"381863","Female","None  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,480.9238,523.3749,540.787
"381864","Female","None  ","Yes",NA,"Disagree",NA,"Never heard of it","Most Lessons","Agree","Agree","Strongly disagree","Agree",603.217,672.7052,631.2383
"381865","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,557.805,543.9411,593.7523
"381866","Female","None  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Every Lesson","Agree","Strongly agree","Disagree","Agree",566.5291,558.5628,549.2727
"381867","Female","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Disagree","Agree","Disagree","Disagree",501.0983,567.3002,593.0996
"381868","Female","None  ","Yes",NA,"Disagree",NA,NA,"Some Lessons","Strongly disagree","Strongly agree","Disagree","Strongly agree",638.1134,717.4248,745.5614
"381869","Female","None  ","No","Strongly agree","Disagree","Never or rarely",NA,"Never or Hardly Ever","Strongly disagree","Disagree","Strongly disagree","Strongly agree",681.1887,623.9345,673.9463
"381870","Male","Three or four times  ","Yes","Strongly agree",NA,"Sometimes","Know it well,  understand the concept",NA,NA,NA,NA,NA,564.1143,527.5814,571.0929
"381871","Female","None  ","Yes","Agree","Agree","Often",NA,"Most Lessons","Agree","Strongly agree","Disagree","Strongly agree",523.298,545.8539,519.5263
"381872","Male","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Some Lessons","Disagree","Agree","Agree","Agree",649.1743,597.1902,668.5379
"381873","Male","One or two times  ","Yes","Disagree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,481.547,543.7005,569.5076
"381874","Male","None  ","Yes","Agree","Disagree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Agree",472.1997,419.399,474.3939
"381875","Female","None  ","Yes","Agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,559.7523,569.6037,577.9933
"381876","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,543.862,561.3433,585.1734
"381877","Male","Five or more times  ","Yes","Strongly agree","Disagree","Sometimes",NA,"Some Lessons","Agree","Strongly agree","Strongly disagree","Agree",629.623,574.415,668.3514
"381878","Female","Three or four times  ","Yes",NA,"Agree",NA,"Heard of it a few times","Never or Hardly Ever","Disagree","Agree","Disagree","Disagree",653.6922,657.7722,654.0843
"381879","Female","One or two times  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Agree","Agree","Strongly disagree","Agree",527.5822,561.7401,544.9832
"381880","Female","None  ","Yes","Strongly agree",NA,"Often","Heard of it a few times",NA,NA,NA,NA,NA,667.012,653.88,642.8944
"381881","Female","One or two times  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,470.9534,440.1312,463.2973
"381882","Female","None  ","Yes","Strongly agree","Strongly agree","Never or rarely",NA,"Every Lesson","Agree","Agree","Strongly disagree","Strongly agree",591.4551,608.6044,613.9873
"381883","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it often",NA,NA,"Disagree","Strongly disagree","Agree",540.8241,573.0987,598.4148
"381884","Female","None  ","Yes","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,467.9935,465.6285,506.4715
"381885","Male","None  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Strongly agree","Strongly disagree","Strongly agree",542.382,519.6422,567.9224
"381886","Male","None  ","Yes","Strongly agree","Disagree","Never or rarely",NA,"Most Lessons","Disagree","Disagree","Agree","Strongly agree",665.2983,600.0772,681.4062
"381887","Male","One or two times  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Strongly agree","Disagree","Agree",539.2662,518.2788,557.3853
"381888","Female","Three or four times  ","Yes",NA,"Disagree",NA,"Never heard of it","Every Lesson","Agree","Disagree","Disagree","Agree",646.6038,592.9564,590.0224
"381889","Female","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Never or Hardly Ever","Disagree","Agree","Disagree","Strongly agree",601.737,578.6589,606.8072
"381890","Female","Three or four times  ","Yes","Agree","Disagree","Often",NA,"Some Lessons","Disagree","Agree","Disagree","Agree",536.3842,571.9867,518.3141
"381891","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,490.6605,431.348,458.5416
"381892","Male","One or two times  ","No",NA,"Strongly disagree",NA,"Never heard of it","Every Lesson","Strongly agree","Agree","Disagree","Agree",649.7975,587.8075,625.4569
"381893","Male","One or two times  ","Yes","Strongly agree","Disagree","Often",NA,"Some Lessons","Agree","Disagree","Strongly disagree","Agree",565.4385,501.9192,611.4696
"381894","Female","None  ","Yes",NA,"Disagree",NA,"Heard of it often","Every Lesson","Agree","Strongly agree","Disagree","Agree",564.8933,643.4746,664.3417
"381895","Female","One or two times  ","Yes","Agree",NA,"Sometimes","Know it well,  understand the concept",NA,NA,NA,NA,NA,575.9542,581.3595,533.3271
"381896","Female","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,596.9855,664.0472,652.4058
"381897","Female","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Disagree","Strongly agree",568.1648,560.7869,528.3849
"381898","Female","One or two times  ","No",NA,"Agree",NA,"Heard of it once or twice","Never or Hardly Ever","Disagree","Agree","Disagree","Strongly agree",508.4982,526.7904,483.1593
"381899","Female","Three or four times  ","Yes",NA,"Strongly disagree",NA,"Know it well,  understand the concept","Most Lessons","Disagree","Agree","Disagree","Agree",511.9255,566.4265,602.7975
"381900","Male","Five or more times  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Disagree","Strongly agree",418.5309,380.1037,451.3614
"381901","Female","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,611.6295,579.1355,643.8269
"381902","Female","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Disagree","Agree","Disagree","Disagree",360.5001,377.4601,405.7628
"381903","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,511.4582,487.4842,509.9217
"381904","Female","One or two times  ","Yes","Agree","Disagree","Never or rarely",NA,"Never or Hardly Ever","Agree","Agree","Agree","Strongly agree",388.9313,393.3463,420.9623
"381905","Female","Five or more times  ","Yes","Disagree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,494.8668,513.2871,544.0507
"381906","Male","One or two times  ","Yes",NA,"Strongly disagree",NA,"Heard of it often","Every Lesson","Agree","Strongly agree","Agree","Agree",425.6971,361.0976,447.3517
"381907","Female","One or two times  ","No",NA,"Agree",NA,"Never heard of it","Some Lessons","Disagree","Agree","Disagree","Agree",463.7093,458.4797,462.9243
"381908","Male","Three or four times  ","Yes","Disagree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,349.6728,336.7185,376.4827
"381909","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,535.2158,534.3177,512.6259
